school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,2.0,1.0,0.0,False,False,True,True,True,True,True,False,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9,math
GP,F,,U,GT3,T,4.0,4.0,health,health,reputation,father,1.0,2.0,1.0,True,True,False,,True,True,True,True,2.0,4.0,4.0,1.0,1.0,4.0,15.0,9.0,8.0,8,
GP,M,18.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,2.0,,0.0,False,False,True,True,True,True,True,False,4.0,2.0,3.0,1.0,2.0,1.0,8.0,10.0,11.0,10,math
GP,M,17.0,U,LE3,A,4.0,1.0,,other,home,mother,2.0,1.0,,False,False,True,True,True,True,True,True,4.0,5.0,4.0,,4.0,5.0,30.0,8.0,8.0,8,math
GP,M,17.0,U,LE3,A,3.0,2.0,teacher,services,home,mother,1.0,1.0,1.0,False,False,False,False,True,True,True,False,,4.0,4.0,3.0,4.0,3.0,19.0,11.0,9.0,10,math
GP,F,18.0,R,LE3,T,1.0,1.0,at_home,other,,mother,2.0,4.0,0.0,False,True,True,True,True,True,False,False,5.0,2.0,2.0,1.0,1.0,3.0,1.0,12.0,12.0,12,math
GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,mother,2.0,2.0,0.0,True,False,False,True,True,True,True,False,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10,math
,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,False,True,False,False,False,True,True,False,5.0,4.0,5.0,1.0,2.0,5.0,4.0,10.0,9.0,11,math
,M,17.0,U,GT3,T,1.0,1.0,other,other,reputation,father,1.0,2.0,0.0,False,False,True,False,False,True,True,False,4.0,3.0,3.0,1.0,2.0,4.0,2.0,12.0,10.0,11,math
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,at_home,other,mother,1.0,3.0,0.0,False,True,True,False,,True,True,False,4.0,,3.0,1.0,2.0,2.0,5.0,18.0,18.0,19,math
GP,F,17.0,U,GT3,T,1.0,1.0,services,teacher,reputation,mother,1.0,3.0,0.0,False,True,True,False,True,True,True,False,4.0,3.0,3.0,1.0,1.0,3.0,6.0,13.0,12.0,12,math
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,reputation,mother,,3.0,0.0,,,True,True,True,True,True,False,,2.0,4.0,1.0,3.0,2.0,6.0,15.0,,14,math
GP,M,18.0,U,LE3,A,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,False,True,True,True,True,True,True,False,5.0,4.0,3.0,1.0,1.0,2.0,9.0,15.0,,15,math
GP,M,18.0,U,GT3,T,4.0,2.0,teacher,,home,mother,1.0,2.0,0.0,False,True,True,True,True,True,True,True,4.0,3.0,2.0,1.0,4.0,5.0,11.0,12.0,11.0,11,math
GP,F,17.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,3.0,0.0,False,True,,False,True,True,True,False,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,15.0,15,math
GP,F,18.0,U,LE3,T,2.0,1.0,services,at_home,reputation,mother,1.0,2.0,,False,False,False,False,True,True,True,True,5.0,4.0,3.0,1.0,1.0,5.0,12.0,,12.0,13,math
GP,F,17.0,R,LE3,T,3.0,1.0,services,other,reputation,mother,2.0,4.0,0.0,False,True,True,False,True,True,False,False,3.0,1.0,2.0,1.0,1.0,,6.0,18.0,,18,math
GP,M,18.0,R,LE3,T,3.0,2.0,services,other,reputation,mother,2.0,3.0,0.0,False,True,True,,True,True,True,False,5.0,4.0,2.0,1.0,1.0,4.0,8.0,14.0,13.0,14,math
GP,M,17.0,U,GT3,T,3.0,3.0,health,other,,mother,1.0,1.0,0.0,False,True,True,False,True,True,,False,4.0,4.0,3.0,1.0,3.0,5.0,4.0,14.0,12.0,11,math
GP,F,,U,GT3,T,4.0,4.0,health,other,reputation,other,2.0,2.0,0.0,False,,True,True,True,True,,False,2.0,3.0,4.0,2.0,3.0,2.0,0.0,10.0,9.0,0,math
GP,F,,U,LE3,T,4.0,3.0,other,other,home,other,2.0,2.0,0.0,False,True,True,False,True,True,True,True,4.0,4.0,5.0,1.0,2.0,2.0,10.0,10.0,8.0,8,math
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,reputation,father,1.0,4.0,0.0,False,True,True,False,True,True,True,False,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0,13.0,14,math
GP,M,18.0,U,LE3,T,4.0,4.0,teacher,teacher,home,mother,1.0,1.0,0.0,False,True,True,False,True,True,,True,1.0,4.0,2.0,2.0,2.0,1.0,5.0,16.0,15.0,16,math
GP,F,,U,LE3,A,4.0,4.0,health,other,home,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,True,4.0,2.0,4.0,1.0,1.0,4.0,14.0,12.0,10.0,11,math
GP,M,17.0,U,LE3,T,4.0,4.0,other,teacher,home,father,2.0,1.0,0.0,False,False,True,False,True,True,True,False,4.0,1.0,1.0,2.0,,5.0,0.0,11.0,11.0,10,math
GP,F,17.0,U,GT3,T,4.0,2.0,other,other,reputation,mother,2.0,3.0,0.0,False,True,True,False,True,True,True,False,4.0,3.0,3.0,1.0,1.0,3.0,0.0,15.0,,14,math
GP,F,17.0,U,GT3,T,3.0,2.0,health,health,reputation,father,1.0,,0.0,False,True,True,,False,True,True,False,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0,17.0,18,math
GP,M,19.0,U,GT3,T,3.0,3.0,other,other,home,other,1.0,2.0,,False,,False,True,True,True,True,True,4.0,4.0,4.0,1.0,1.0,3.0,20.0,,14.0,13,math
GP,F,18.0,U,GT3,T,2.0,,services,at_home,reputation,other,1.0,2.0,1.0,False,True,True,True,True,True,True,False,4.0,4.0,3.0,1.0,1.0,3.0,8.0,14.0,,12,math
GP,M,20.0,U,GT3,A,3.0,2.0,services,other,course,other,1.0,1.0,0.0,False,False,False,True,True,True,False,False,5.0,5.0,3.0,1.0,1.0,5.0,0.0,17.0,18.0,18,math
GP,M,19.0,U,GT3,T,4.0,4.0,teacher,services,reputation,other,2.0,1.0,1.0,False,True,True,False,True,True,True,True,4.0,3.0,4.0,1.0,1.0,4.0,38.0,8.0,9.0,8,math
GP,M,19.0,R,GT3,T,3.0,3.0,other,services,reputation,father,1.0,2.0,1.0,False,False,False,True,True,True,False,True,4.0,5.0,3.0,1.0,2.0,5.0,0.0,15.0,12.0,12,math
GP,F,19.0,U,LE3,T,1.0,1.0,at_home,other,reputation,,1.0,2.0,1.0,True,True,False,True,False,True,True,False,4.0,4.0,3.0,1.0,3.0,,18.0,12.0,10.0,10,math
GP,F,19.0,U,LE3,T,1.0,,services,services,home,other,1.0,2.0,,False,False,False,True,False,True,,True,4.0,2.0,4.0,2.0,2.0,3.0,0.0,,9.0,0,math
GP,F,19.0,U,GT3,T,,1.0,at_home,other,other,other,3.0,2.0,0.0,False,True,False,False,True,False,True,True,3.0,4.0,1.0,1.0,1.0,2.0,20.0,14.0,12.0,13,math
GP,M,19.0,U,GT3,T,1.0,2.0,other,services,course,other,1.0,2.0,1.0,False,False,False,False,False,True,True,False,4.0,,2.0,2.0,2.0,4.0,3.0,13.0,,11,math
GP,F,19.0,U,LE3,T,3.0,2.0,services,other,reputation,other,2.0,2.0,1.0,False,True,True,False,False,True,True,True,4.0,2.0,2.0,1.0,2.0,1.0,22.0,13.0,10.0,11,math
GP,F,19.0,U,GT3,T,1.0,1.0,at_home,health,home,other,1.0,3.0,2.0,False,False,False,False,False,True,True,True,4.0,1.0,2.0,1.0,1.0,3.0,14.0,15.0,13.0,13,math
GP,F,19.0,R,GT3,T,2.0,3.0,other,other,reputation,other,1.0,3.0,1.0,False,False,False,False,True,True,True,True,4.0,1.0,2.0,1.0,1.0,,40.0,13.0,11.0,11,math
GP,F,18.0,U,GT3,T,2.0,1.0,services,other,course,mother,2.0,2.0,0.0,False,True,True,True,,,True,False,5.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,8.0,0,math
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,course,mother,,,0.0,False,True,True,True,True,True,True,True,4.0,3.0,4.0,1.0,1.0,5.0,9.0,9.0,10.0,9,math
GP,F,17.0,R,GT3,T,3.0,4.0,at_home,services,course,father,1.0,3.0,0.0,False,True,True,True,False,True,,False,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0,11.0,10,math
GP,F,18.0,U,GT3,T,4.0,4.0,teacher,other,,mother,1.0,2.0,0.0,,True,True,False,True,True,True,False,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0,11.0,11,math
GP,F,17.0,U,GT3,A,4.0,3.0,services,services,course,mother,1.0,2.0,0.0,False,,True,False,True,True,True,True,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0,13.0,13,math
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,False,True,False,False,True,True,False,True,4.0,2.0,2.0,1.0,1.0,3.0,12.0,,9.0,9,math
GP,F,17.0,R,LE3,T,,2.0,services,services,course,mother,1.0,3.0,0.0,False,True,True,True,True,True,True,False,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,11,math
GP,F,,U,GT3,T,3.0,1.0,,services,course,father,1.0,3.0,0.0,False,True,False,False,False,True,True,False,3.0,4.0,3.0,2.0,3.0,5.0,1.0,12.0,14.0,15,math
GP,F,17.0,U,LE3,T,0.0,2.0,at_home,at_home,home,father,2.0,3.0,0.0,False,False,False,False,True,True,True,,3.0,3.0,3.0,2.0,3.0,2.0,0.0,16.0,15.0,15,math
GP,M,18.0,U,GT3,T,4.0,4.0,other,other,course,mother,1.0,3.0,0.0,False,False,False,True,True,,True,False,4.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,12.0,11,math
GP,M,17.0,U,GT3,T,3.0,3.0,other,services,reputation,mother,1.0,1.0,,False,False,False,True,False,True,True,False,4.0,3.0,5.0,3.0,5.0,5.0,3.0,14.0,15.0,16,math
GP,M,17.0,R,GT3,T,2.0,2.0,services,other,course,mother,4.0,1.0,0.0,False,True,False,False,True,True,True,False,4.0,4.0,5.0,5.0,5.0,4.0,8.0,,10.0,10,math
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,False,True,True,True,True,,True,False,5.0,4.0,4.0,1.0,3.0,,7.0,10.0,9.0,9,math
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,3.0,0.0,False,True,True,False,False,True,True,True,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0,14.0,14,math
GP,M,18.0,U,LE3,T,2.0,2.0,other,other,course,,1.0,4.0,0.0,False,True,False,True,True,True,True,False,4.0,5.0,5.0,2.0,4.0,5.0,,,8.0,8,math
GP,F,17.0,R,GT3,T,2.0,4.0,at_home,other,course,father,,3.0,0.0,False,True,False,False,True,True,True,True,4.0,4.0,3.0,1.0,1.0,5.0,7.0,,14.0,14,math
GP,F,18.0,U,GT3,T,3.0,3.0,services,services,home,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,False,5.0,3.0,4.0,1.0,1.0,4.0,0.0,7.0,0.0,0,math
GP,F,18.0,U,LE3,T,2.0,2.0,other,other,home,other,1.0,2.0,0.0,False,False,False,True,False,True,True,True,4.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,8.0,0,math
GP,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,4.0,0.0,False,False,False,True,True,True,False,False,4.0,4.0,4.0,1.0,1.0,4.0,0.0,10.0,9.0,0,math
GP,,17.0,U,GT3,,3.0,4.0,services,other,course,mother,1.0,3.0,0.0,False,False,False,False,True,True,True,False,4.0,4.0,5.0,1.0,3.0,5.0,16.0,16.0,15.0,15,math
GP,F,19.0,R,GT3,A,3.0,1.0,services,at_home,home,other,1.0,3.0,1.0,False,False,True,False,True,True,False,False,5.0,4.0,3.0,1.0,2.0,5.0,12.0,14.0,,13,math
GP,F,17.0,U,GT3,T,,,other,other,home,mother,1.0,2.0,0.0,False,True,True,,True,,True,True,4.0,3.0,2.0,2.0,3.0,,,7.0,8.0,0,math
GP,F,18.0,U,LE3,T,3.0,3.0,services,services,home,mother,1.0,4.0,0.0,False,True,False,False,True,True,True,False,5.0,3.0,3.0,1.0,1.0,1.0,7.0,16.0,15.0,17,math
GP,F,17.0,R,GT3,,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,False,True,True,False,True,True,True,False,4.0,3.0,3.0,2.0,3.0,2.0,4.0,9.0,10.0,10,math
,F,19.0,U,GT3,T,2.0,1.0,services,services,home,,1.0,3.0,1.0,False,False,True,True,True,True,True,True,4.0,3.0,4.0,1.0,3.0,3.0,4.0,11.0,12.0,11,math
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,father,1.0,2.0,1.0,False,True,,True,True,True,True,False,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0,math
GP,M,18.0,U,LE3,,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,True,4.0,3.0,3.0,1.0,3.0,5.0,11.0,16.0,15.0,15,math
GP,F,17.0,U,GT3,A,2.0,2.0,at_home,at_home,,father,1.0,2.0,1.0,False,True,False,False,True,True,True,True,3.0,3.0,,1.0,2.0,4.0,0.0,9.0,8.0,0,math
GP,F,18.0,U,GT3,T,2.0,3.0,,other,course,mother,1.0,3.0,,False,True,False,False,True,True,True,False,4.0,3.0,3.0,1.0,2.0,3.0,4.0,11.0,10.0,10,
GP,F,18.0,,,T,3.0,2.0,other,services,other,mother,1.0,,0.0,False,False,False,False,,True,True,True,5.0,4.0,3.0,2.0,3.0,1.0,7.0,13.0,13.0,14,math
GP,M,18.0,R,GT3,T,4.0,3.0,teacher,services,course,mother,1.0,3.0,0.0,False,False,False,False,True,True,True,True,5.0,3.0,2.0,1.0,,4.0,9.0,16.0,15.0,16,math
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1.0,3.0,0.0,False,True,True,False,True,True,,True,5.0,4.0,5.0,2.0,3.0,5.0,0.0,10.0,10.0,9,math
GP,F,17.0,U,GT3,T,4.0,3.0,health,other,reputation,mother,1.0,3.0,0.0,False,True,True,True,True,True,True,True,4.0,4.0,3.0,1.0,3.0,4.0,0.0,13.0,15.0,15,math
MS,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,2.0,1.0,1.0,False,True,False,False,False,True,,False,2.0,5.0,5.0,5.0,5.0,5.0,10.0,11.0,13.0,13,math
MS,M,19.0,R,GT3,T,1.0,1.0,,services,home,other,,2.0,3.0,False,False,False,False,True,True,True,False,5.0,4.0,4.0,3.0,3.0,2.0,8.0,8.0,7.0,8,math
MS,M,17.0,U,,T,3.0,3.0,health,other,course,mother,2.0,2.0,0.0,False,,True,False,True,True,True,False,,5.0,4.0,2.0,3.0,,2.0,13.0,13.0,13,math
MS,M,18.0,U,LE3,T,1.0,3.0,at_home,services,course,mother,1.0,1.0,1.0,,False,False,False,True,False,True,True,4.0,3.0,3.0,2.0,3.0,3.0,7.0,8.0,7.0,8,math
,M,19.0,R,GT3,T,1.0,1.0,other,other,home,other,3.0,1.0,1.0,False,True,False,False,True,True,True,False,4.0,4.0,4.0,3.0,3.0,5.0,4.0,8.0,8.0,8,math
MS,M,17.0,R,,T,4.0,3.0,,other,home,mother,2.0,2.0,0.0,False,True,True,True,False,True,True,True,4.0,5.0,5.0,1.0,3.0,2.0,4.0,13.0,11.0,11,math
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,course,father,1.0,2.0,0.0,,True,False,False,True,True,False,True,5.0,3.0,4.0,1.0,1.0,5.0,0.0,10.0,9.0,9,math
MS,F,17.0,R,GT3,T,4.0,4.0,teacher,services,other,father,2.0,2.0,0.0,,,True,True,True,True,True,False,4.0,3.0,,1.0,2.0,5.0,4.0,12.0,13.0,13,math
MS,F,,U,LE3,A,3.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,False,False,False,False,True,True,False,True,1.0,2.0,3.0,1.0,2.0,5.0,2.0,12.0,12.0,11,math
MS,M,18.0,U,LE3,T,1.0,1.0,other,services,home,father,2.0,1.0,0.0,False,False,False,False,False,True,True,True,3.0,3.0,2.0,1.0,2.0,3.0,4.0,10.0,10.0,10,math
MS,F,18.0,U,LE3,,1.0,1.0,at_home,services,course,father,2.0,3.0,0.0,False,False,False,False,True,True,True,False,5.0,3.0,2.0,1.0,1.0,4.0,0.0,18.0,16.0,16,math
MS,F,18.0,R,LE3,A,1.0,4.0,,other,course,mother,3.0,2.0,0.0,False,False,False,False,True,True,False,True,4.0,3.0,4.0,1.0,4.0,5.0,0.0,13.0,13.0,13,math
MS,M,18.0,R,LE3,T,1.0,1.0,at_home,other,other,mother,2.0,2.0,1.0,False,False,False,True,False,False,False,False,4.0,,,2.0,3.0,5.0,2.0,13.0,12.0,12,math
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,other,mother,2.0,2.0,0.0,False,True,False,False,True,True,True,True,4.0,3.0,2.0,1.0,3.0,3.0,0.0,11.0,11.0,10,math
MS,F,17.0,U,LE3,T,4.0,4.0,at_home,at_home,course,mother,1.0,2.0,0.0,False,True,True,True,True,True,True,True,2.0,3.0,4.0,1.0,1.0,1.0,0.0,16.0,15.0,15,math
MS,F,17.0,R,GT3,T,1.0,2.0,other,services,course,father,2.0,2.0,0.0,False,False,False,False,False,True,False,,3.0,2.0,2.0,1.0,2.0,3.0,0.0,12.0,11.0,12,math
MS,M,18.0,R,GT3,T,1.0,3.0,at_home,other,course,,2.0,2.0,0.0,False,True,True,False,True,True,False,False,3.0,3.0,4.0,2.0,4.0,3.0,4.0,10.0,10.0,10,math
MS,M,18.0,U,LE3,T,4.0,4.0,teacher,services,other,mother,2.0,3.0,0.0,False,False,True,False,True,True,,True,4.0,2.0,2.0,2.0,2.0,5.0,0.0,13.0,13.0,13,math
MS,F,17.0,R,GT3,T,1.0,1.0,other,services,reputation,mother,3.0,1.0,1.0,False,True,True,False,,,True,True,5.0,2.0,1.0,1.0,2.0,1.0,,7.0,6.0,0,math
MS,F,18.0,U,GT3,T,2.0,3.0,at_home,services,course,father,2.0,1.0,0.0,False,True,True,False,True,True,,True,5.0,2.0,3.0,1.0,2.0,4.0,0.0,11.0,10.0,10,math
MS,F,18.0,R,GT3,T,4.0,4.0,other,teacher,other,father,3.0,2.0,0.0,False,True,True,False,False,True,True,True,3.0,2.0,,4.0,2.0,5.0,10.0,14.0,12.0,11,math
MS,F,19.0,U,LE3,T,3.0,2.0,services,services,home,other,2.0,2.0,2.0,False,False,False,True,True,True,False,True,3.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,7.0,9,math
MS,M,18.0,R,LE3,T,1.0,2.0,at_home,,other,father,3.0,1.0,0.0,False,True,True,True,True,False,True,True,4.0,3.0,3.0,2.0,3.0,3.0,3.0,14.0,12.0,12,math
MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,home,mother,1.0,3.0,0.0,False,False,False,,True,True,False,True,3.0,4.0,3.0,1.0,1.0,3.0,8.0,13.0,11.0,11,math
,F,17.0,R,GT3,T,1.0,2.0,other,other,course,mother,1.0,1.0,0.0,False,False,False,True,True,True,True,False,3.0,5.0,5.0,,3.0,1.0,14.0,,,5,math
MS,F,18.0,R,LE3,T,4.0,4.0,other,other,reputation,mother,2.0,3.0,0.0,False,False,False,False,True,True,True,False,5.0,4.0,4.0,,1.0,1.0,0.0,19.0,18.0,19,math
MS,F,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,4.0,3.0,0.0,False,False,False,,True,True,True,False,4.0,3.0,2.0,1.0,2.0,4.0,2.0,8.0,8.0,10,math
MS,F,20.0,U,GT3,T,,2.0,health,other,course,other,2.0,3.0,2.0,False,True,True,False,,True,True,True,5.0,4.0,3.0,1.0,1.0,3.0,4.0,15.0,,15,math
MS,F,18.0,R,LE3,T,4.0,4.0,teacher,services,course,mother,1.0,2.0,0.0,False,False,True,True,True,True,True,False,5.0,4.0,3.0,3.0,4.0,2.0,4.0,8.0,9.0,10,math
MS,F,18.0,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,2.0,0.0,False,False,True,False,True,True,True,True,4.0,1.0,3.0,1.0,2.0,1.0,0.0,15.0,15.0,15,math
,F,17.0,R,GT3,T,3.0,1.0,at_home,other,reputation,mother,1.0,2.0,0.0,False,True,True,True,False,True,True,False,4.0,5.0,4.0,,3.0,1.0,17.0,10.0,10.0,10,math
MS,M,18.0,U,GT3,T,4.0,4.0,teacher,teacher,home,father,1.0,2.0,0.0,False,False,True,True,False,True,True,False,3.0,2.0,4.0,,4.0,2.0,4.0,15.0,14.0,14,math
MS,M,18.0,R,GT3,T,2.0,1.0,other,other,other,mother,2.0,1.0,0.0,False,False,False,True,False,True,True,True,4.0,4.0,3.0,1.0,3.0,5.0,,7.0,6.0,7,math
MS,M,17.0,U,GT3,T,2.0,3.0,other,services,home,father,2.0,2.0,0.0,False,False,False,True,True,True,True,False,4.0,,3.0,1.0,1.0,3.0,2.0,,11.0,10,math
MS,M,19.0,R,GT3,T,,1.0,other,services,other,mother,2.0,1.0,1.0,False,False,False,False,True,True,False,False,4.0,3.0,2.0,1.0,3.0,5.0,0.0,6.0,5.0,0,math
MS,M,18.0,R,GT3,T,4.0,2.0,other,other,home,father,2.0,1.0,1.0,False,False,True,False,True,True,False,False,5.0,4.0,3.0,4.0,,3.0,14.0,6.0,,5,math
MS,F,18.0,R,GT3,T,2.0,2.0,,other,other,mother,2.0,3.0,0.0,False,False,True,False,True,True,False,False,5.0,3.0,3.0,,3.0,4.0,2.0,10.0,9.0,10,math
MS,F,18.0,R,GT3,T,4.0,4.0,teacher,at_home,reputation,mother,3.0,1.0,0.0,False,True,,True,True,True,True,True,4.0,4.0,3.0,2.0,2.0,,7.0,6.0,5.0,6,math
MS,F,19.0,R,GT3,T,2.0,3.0,services,other,course,mother,1.0,3.0,1.0,False,False,False,True,False,True,True,False,5.0,4.0,2.0,1.0,2.0,5.0,0.0,7.0,5.0,0,math
MS,F,18.0,U,LE3,T,3.0,1.0,teacher,services,course,mother,1.0,2.0,0.0,False,True,True,False,True,True,True,False,4.0,3.0,4.0,1.0,1.0,1.0,0.0,7.0,9.0,8,math
MS,F,18.0,U,GT3,T,1.0,1.0,other,other,course,mother,2.0,2.0,1.0,False,False,False,,True,True,False,False,1.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,5.0,0,math
MS,M,20.0,U,LE3,A,2.0,2.0,services,services,course,other,1.0,2.0,2.0,False,True,True,False,True,True,False,False,5.0,5.0,4.0,4.0,5.0,4.0,11.0,9.0,9.0,9,math
MS,M,17.0,U,LE3,T,3.0,1.0,services,services,course,mother,2.0,1.0,0.0,False,False,False,False,False,,True,False,2.0,4.0,5.0,3.0,4.0,2.0,3.0,14.0,16.0,16,math
MS,M,21.0,R,GT3,T,1.0,1.0,other,other,course,other,1.0,1.0,3.0,False,False,False,False,False,True,False,False,5.0,5.0,3.0,3.0,,3.0,3.0,10.0,8.0,7,math
MS,M,18.0,R,LE3,T,,2.0,services,other,course,mother,,1.0,0.0,False,False,False,False,False,True,True,False,4.0,4.0,1.0,3.0,4.0,5.0,0.0,,12.0,10,math
MS,M,19.0,U,LE3,T,1.0,1.0,,at_home,course,,1.0,1.0,0.0,False,False,,False,True,True,True,False,3.0,2.0,,3.0,3.0,5.0,5.0,8.0,,9,math
GP,F,18.0,U,GT3,A,4.0,4.0,at_home,teacher,course,mother,2.0,2.0,0.0,True,False,False,False,True,True,False,False,4.0,3.0,4.0,1.0,1.0,3.0,4.0,0.0,,11,portuguese
GP,F,17.0,U,GT3,T,1.0,1.0,,,course,father,1.0,2.0,0.0,False,True,False,False,False,True,True,False,5.0,3.0,3.0,1.0,1.0,3.0,2.0,,11.0,11,portuguese
GP,F,15.0,U,LE3,T,1.0,1.0,at_home,other,other,mother,1.0,2.0,0.0,True,False,False,False,True,,True,False,4.0,3.0,2.0,,3.0,3.0,6.0,12.0,,12,portuguese
GP,F,15.0,U,GT3,T,4.0,2.0,health,services,home,mother,1.0,3.0,0.0,False,True,,True,True,True,True,True,3.0,2.0,2.0,1.0,1.0,5.0,0.0,14.0,14.0,14,portuguese
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,home,father,1.0,2.0,0.0,False,True,False,False,True,True,,False,4.0,3.0,2.0,1.0,2.0,5.0,0.0,11.0,13.0,13,portuguese
GP,M,16.0,U,LE3,T,4.0,3.0,services,other,reputation,mother,1.0,2.0,0.0,,True,False,True,True,True,True,False,5.0,4.0,2.0,1.0,2.0,5.0,6.0,12.0,12.0,13,portuguese
GP,M,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,1.0,2.0,0.0,False,False,False,False,True,,True,False,4.0,4.0,4.0,1.0,1.0,,0.0,13.0,12.0,13,portuguese
GP,F,,U,GT3,A,4.0,4.0,other,teacher,home,mother,2.0,2.0,0.0,True,True,False,False,True,True,False,False,4.0,1.0,4.0,1.0,1.0,1.0,2.0,10.0,13.0,13,portuguese
GP,M,15.0,U,LE3,A,3.0,2.0,services,other,home,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,False,4.0,,2.0,1.0,1.0,1.0,0.0,15.0,16.0,17,portuguese
GP,M,15.0,U,GT3,,3.0,4.0,other,other,home,mother,1.0,2.0,0.0,False,True,False,True,True,True,True,False,,5.0,1.0,1.0,1.0,5.0,0.0,12.0,12.0,13,portuguese
GP,F,15.0,,GT3,T,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,False,3.0,,3.0,1.0,2.0,2.0,2.0,,14.0,14,portuguese
GP,F,15.0,U,GT3,T,2.0,1.0,services,other,reputation,father,3.0,3.0,0.0,False,True,False,True,True,True,True,False,5.0,2.0,2.0,1.0,,4.0,0.0,,12.0,13,portuguese
GP,M,15.0,U,LE3,T,4.0,4.0,health,services,,father,1.0,1.0,0.0,False,True,False,True,True,True,True,False,4.0,3.0,3.0,1.0,3.0,5.0,0.0,12.0,13.0,12,portuguese
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,other,course,,2.0,2.0,0.0,False,True,False,False,True,True,True,False,,4.0,3.0,1.0,2.0,,0.0,12.0,12.0,13,portuguese
GP,M,15.0,U,GT3,A,2.0,2.0,other,other,home,,1.0,3.0,0.0,False,True,False,False,True,True,True,True,4.0,5.0,2.0,1.0,1.0,3.0,0.0,,14.0,15,portuguese
GP,F,16.0,U,GT3,T,4.0,,health,other,home,mother,1.0,1.0,0.0,False,True,False,False,True,True,True,False,4.0,4.0,4.0,1.0,2.0,2.0,6.0,17.0,17.0,17,portuguese
GP,F,16.0,U,GT3,T,4.0,4.0,services,services,reputation,mother,1.0,3.0,0.0,False,True,False,True,True,True,True,False,3.0,2.0,,1.0,2.0,2.0,10.0,,13.0,14,portuguese
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,reputation,mother,3.0,2.0,0.0,True,True,False,True,True,True,False,False,5.0,3.0,2.0,1.0,1.0,4.0,2.0,13.0,14.0,14,portuguese
GP,M,17.0,U,GT3,T,3.0,2.0,services,services,course,mother,1.0,1.0,3.0,False,True,True,True,True,True,True,False,5.0,5.0,5.0,2.0,4.0,5.0,2.0,8.0,8.0,7,portuguese
GP,M,16.0,U,LE3,T,4.0,,health,other,home,father,1.0,1.0,0.0,False,False,False,True,True,True,True,False,3.0,1.0,3.0,1.0,3.0,5.0,6.0,12.0,12.0,12,portuguese
